CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
388891706,09/28/2016,13:30:00,09/28/2016,13:40:00,09/28/2016,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,CHAIN STORE,,,1021207,185567,40.675946375,-73.866765791,"(40.675946375, -73.866765791)"
575089570,09/28/2016,13:30:00,,,09/28/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1049805,183904,40.671216249,-73.763682179,"(40.671216249, -73.763682179)"
857808116,09/28/2016,13:30:00,,,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,OTHER,,,1009127,193992,40.699113248,-73.910284899,"(40.699113248, -73.910284899)"
395688940,09/28/2016,13:30:00,09/28/2016,13:40:00,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,LIQUOR STORE,,,997901,182190,40.666743881,-73.950794302,"(40.666743881, -73.950794302)"
363843448,09/28/2016,13:30:00,09/28/2016,14:00:00,09/28/2016,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,FRONT OF,STREET,,,979383,197298,40.708221068,-74.017556217,"(40.708221068, -74.017556217)"
321857524,09/28/2016,13:30:00,09/28/2016,13:34:00,09/28/2016,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,CHAIN STORE,,,998379,176396,40.650839875,-73.949083416,"(40.650839875, -73.949083416)"
394477886,09/28/2016,13:25:00,,,09/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,DEPARTMENT STORE,,,1027493,263203,40.889007686,-73.843604135,"(40.889007686, -73.843604135)"
764720763,09/28/2016,13:25:00,09/28/2016,13:30:00,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,RESIDENCE-HOUSE,,,1000922,186700,40.679117646,-73.939893487,"(40.679117646, -73.939893487)"
444409665,09/28/2016,13:25:00,09/28/2016,13:40:00,09/28/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,,STREET,,,1026257,188346,40.683551568,-73.848542478,"(40.683551568, -73.848542478)"
165532682,09/28/2016,13:20:00,09/28/2016,13:25:00,09/28/2016,105,ROBBERY,367,"ROBBERY, CHAIN STORE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,COMMERCIAL BUILDING,,,1050577,201860,40.720495373,-73.7607224,"(40.720495373, -73.7607224)"
953804338,09/28/2016,13:20:00,09/28/2016,13:30:00,09/28/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,,STREET,,,981195,203755,40.725944799,-74.01102345,"(40.725944799, -74.01102345)"
826478692,09/28/2016,13:20:00,09/28/2016,13:30:00,09/28/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,,STREET,,,987807,157117,40.597933606,-73.987192896,"(40.597933606, -73.987192896)"
559346470,09/28/2016,13:20:00,09/28/2016,13:25:00,09/28/2016,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,RESTAURANT/DINER,,,992474,191812,40.693160797,-73.97034502,"(40.693160797, -73.97034502)"
689623607,09/28/2016,13:15:00,09/28/2016,13:21:00,09/28/2016,232,POSSESSION OF STOLEN PROPERTY,490,"STOLEN PROPERTY 3,POSSESSION",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84,,STREET,,,990049,189312,40.686300792,-73.979091922,"(40.686300792, -73.979091922)"
773892343,09/28/2016,13:13:00,09/28/2016,13:16:00,09/28/2016,359,OFFENSES AGAINST PUBLIC ADMINI,759,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,HOSPITAL,,,1015948,210428,40.744204266,-73.885608229,"(40.744204266, -73.885608229)"
990330628,09/28/2016,13:13:00,09/28/2016,13:16:00,09/28/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,INSIDE,HOSPITAL,,,1015948,210428,40.744204266,-73.885608229,"(40.744204266, -73.885608229)"
715644484,09/28/2016,13:10:00,09/28/2016,13:41:00,09/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,CHAIN STORE,,,1010059,234524,40.810360558,-73.906768159,"(40.810360558, -73.906768159)"
634083818,09/28/2016,13:05:00,09/28/2016,14:50:00,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,,,1005638,248319,40.848235686,-73.922694741,"(40.848235686, -73.922694741)"
437236224,09/28/2016,13:05:00,,,09/28/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BROOKLYN,75,,TRANSIT - NYC SUBWAY,,,1019699,188374,40.683657114,-73.872187589,"(40.683657114, -73.872187589)"
496514728,09/28/2016,13:00:00,09/28/2016,13:25:00,09/28/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,OPPOSITE OF,PARK/PLAYGROUND,TOMPKINS SQUARE PARK,,988875,203909,40.726366811,-73.983315004,"(40.726366811, -73.983315004)"
402382769,09/28/2016,13:00:00,,,09/28/2016,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,987039,206865,40.734481078,-73.989937846,"(40.734481078, -73.989937846)"
521005950,09/28/2016,13:00:00,09/28/2016,15:30:00,09/28/2016,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,RESIDENCE - APT. HOUSE,,,1001321,203855,40.726203333,-73.93841148,"(40.726203333, -73.93841148)"
393130997,09/28/2016,13:00:00,,,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1050716,190892,40.690389862,-73.760329208,"(40.690389862, -73.760329208)"
536827118,09/28/2016,13:00:00,,,09/28/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,FRONT OF,RESIDENCE - APT. HOUSE,,,1001250,237934,40.819741394,-73.938581434,"(40.819741394, -73.938581434)"
737064995,09/28/2016,13:00:00,09/28/2016,15:30:00,09/28/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,47,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1027110,262158,40.886141362,-73.84499602,"(40.886141362, -73.84499602)"
684608294,09/28/2016,13:00:00,09/28/2016,15:30:00,09/28/2016,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. TRANSIT POLICE,QUEENS,114,,TRANSIT - NYC SUBWAY,,,1007788,219633,40.769495118,-73.91502417,"(40.769495118, -73.91502417)"
840098043,09/28/2016,13:00:00,09/28/2016,13:05:00,09/28/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,PUBLIC BUILDING,,,996986,232141,40.803848397,-73.953998008,"(40.803848397, -73.953998008)"
228283699,09/28/2016,12:57:00,,,09/28/2016,126,MISCELLANEOUS PENAL LAW,760,"BRIBERY,PUBLIC ADMINISTRATION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,,STREET,,,1045036,185055,40.674409505,-73.780863496,"(40.674409505, -73.780863496)"
792341148,09/28/2016,12:55:00,09/28/2016,13:00:00,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,,,1004811,253066,40.861266748,-73.925669364,"(40.861266748, -73.925669364)"
419597316,09/28/2016,12:55:00,,,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1019591,243320,40.83447008,-73.872288161,"(40.83447008, -73.872288161)"
540017741,09/28/2016,12:48:00,,,09/28/2016,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,STREET,,,1013271,183392,40.670006065,-73.895385621,"(40.670006065, -73.895385621)"
276472561,09/28/2016,12:45:00,09/28/2016,12:50:00,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007418,243859,40.8359898,-73.91627636,"(40.8359898, -73.91627636)"
606207713,09/28/2016,12:40:00,09/28/2016,12:46:00,09/28/2016,340,FRAUDS,707,"IMPERSONATION 2, PUBLIC SERVAN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,5,FRONT OF,STREET,,,984984,200116,40.715957117,-73.997353676,"(40.715957117, -73.997353676)"
130048136,09/28/2016,12:39:00,09/28/2016,12:46:00,09/28/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,RESIDENCE - APT. HOUSE,,,1016378,243529,40.835055997,-73.883898102,"(40.835055997, -73.883898102)"
534390041,09/28/2016,12:34:00,09/28/2016,12:38:00,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,,STREET,,,1007788,219633,40.769495118,-73.91502417,"(40.769495118, -73.91502417)"
533216917,09/28/2016,12:32:00,09/28/2016,12:44:00,09/28/2016,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,REAR OF,RESIDENCE-HOUSE,,,960348,171964,40.638654004,-74.086123642,"(40.638654004, -74.086123642)"
524273516,09/28/2016,12:32:00,09/28/2016,12:44:00,09/28/2016,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,REAR OF,RESIDENCE-HOUSE,,,960345,172218,40.639351172,-74.086135351,"(40.639351172, -74.086135351)"
477979728,09/28/2016,12:30:00,09/28/2016,12:44:00,09/28/2016,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,REAR OF,RESIDENCE-HOUSE,,,960407,171725,40.63799816,-74.085910212,"(40.63799816, -74.085910212)"
996220975,09/28/2016,12:30:00,09/28/2016,17:15:00,09/28/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,FRONT OF,STREET,,,984488,170684,40.635172926,-73.999143941,"(40.635172926, -73.999143941)"
710145907,09/28/2016,12:30:00,09/28/2016,14:45:00,09/28/2016,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,RESIDENCE - APT. HOUSE,,,1002458,161216,40.609166537,-73.93442449,"(40.609166537, -73.93442449)"
453001854,09/28/2016,12:30:00,09/28/2016,19:30:00,09/28/2016,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50,FRONT OF,RESIDENCE - APT. HOUSE,,,1012688,270928,40.910270453,-73.897116628,"(40.910270453, -73.897116628)"
911163799,09/28/2016,12:24:00,09/28/2016,12:25:00,09/28/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,RESIDENCE - APT. HOUSE,,,984518,200862,40.718004735,-73.999034656,"(40.718004735, -73.999034656)"
622384886,09/28/2016,12:20:00,,,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,1051810,158386,40.601159958,-73.756709877,"(40.601159958, -73.756709877)"
492318557,09/28/2016,12:20:00,09/28/2016,13:03:00,09/28/2016,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,,STREET,,,1001402,248100,40.847643839,-73.938006275,"(40.847643839, -73.938006275)"
524925319,09/28/2016,12:20:00,,,09/28/2016,109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,,STREET,,,988386,215944,40.75940013,-73.985071859,"(40.75940013, -73.985071859)"
549278550,09/28/2016,12:20:00,09/28/2016,13:00:00,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,BUS (NYC TRANSIT),,,1006579,215870,40.759169793,-73.91940142,"(40.759169793, -73.91940142)"
357682083,09/28/2016,12:15:00,09/28/2016,12:16:00,09/28/2016,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,1000731,243512,40.835052396,-73.940442849,"(40.835052396, -73.940442849)"
300667535,09/28/2016,12:15:00,09/28/2016,12:20:00,09/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,DRUG STORE,,,999435,228963,40.795121785,-73.945159213,"(40.795121785, -73.945159213)"
850701494,09/28/2016,12:15:00,09/28/2016,12:20:00,09/28/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1015757,249356,40.851051634,-73.886114877,"(40.851051634, -73.886114877)"
876819635,09/28/2016,12:15:00,09/28/2016,12:30:00,09/28/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE-HOUSE,,,1007868,249949,40.852703869,-73.914628691,"(40.852703869, -73.914628691)"
669632463,09/28/2016,12:10:00,,,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,,,1001068,183317,40.669831796,-73.939375551,"(40.669831796, -73.939375551)"
739631118,09/28/2016,12:10:00,09/28/2016,12:15:00,09/28/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,94,FRONT OF,STREET,,,997021,200282,40.716403562,-73.953932101,"(40.716403562, -73.953932101)"
301135401,09/28/2016,12:00:00,09/28/2016,12:30:00,09/28/2016,355,OFFENSES AGAINST THE PERSON,181,"IMPRISONMENT 2,UNLAWFUL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE-HOUSE,,,1003353,172761,40.640853254,-73.931168437,"(40.640853254, -73.931168437)"
622737594,09/28/2016,12:00:00,,,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,,STREET,,,1006261,242012,40.830923278,-73.920463613,"(40.830923278, -73.920463613)"
382094954,09/28/2016,12:00:00,09/28/2016,14:30:00,09/28/2016,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE - APT. HOUSE,,,1008962,195055,40.702031396,-73.910876055,"(40.702031396, -73.910876055)"
446733109,09/28/2016,12:00:00,09/28/2016,16:00:00,09/28/2016,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,,STREET,,,996588,234177,40.80943722,-73.955431874,"(40.80943722, -73.955431874)"
660708505,09/28/2016,12:00:00,09/28/2016,14:00:00,09/28/2016,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,1000115,240542,40.826901726,-73.942675957,"(40.826901726, -73.942675957)"
901519707,09/28/2016,12:00:00,,,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,30,,STREET,,,1001231,241579,40.82974592,-73.938640856,"(40.82974592, -73.938640856)"
248449138,09/28/2016,12:00:00,09/28/2016,16:00:00,09/28/2016,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,FRONT OF,PARK/PLAYGROUND,,,1032140,242004,40.830798914,-73.826948796,"(40.830798914, -73.826948796)"
743829469,09/28/2016,12:00:00,09/28/2016,19:00:00,09/28/2016,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,81,FRONT OF,STREET,,,1002883,192220,40.69426487,-73.932808185,"(40.69426487, -73.932808185)"
961428783,09/28/2016,12:00:00,09/28/2016,12:00:00,09/28/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,,,1024710,203281,40.724551788,-73.854030545,"(40.724551788, -73.854030545)"
102103310,09/28/2016,12:00:00,09/28/2016,12:30:00,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69,FRONT OF,STREET,,,1015009,170301,40.634068275,-73.88918013,"(40.634068275, -73.88918013)"
925691498,09/28/2016,11:59:00,09/28/2016,12:00:00,09/28/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,RESIDENCE - APT. HOUSE,,,1000272,187022,40.680002664,-73.942236182,"(40.680002664, -73.942236182)"
751288137,09/28/2016,11:50:00,09/28/2016,11:53:00,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,QUEENS,101,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1047439,156663,40.596462931,-73.772466409,"(40.596462931, -73.772466409)"
495469197,09/28/2016,11:50:00,09/28/2016,12:30:00,09/28/2016,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE - APT. HOUSE,,,1053340,202776,40.722988415,-73.750745344,"(40.722988415, -73.750745344)"
895535101,09/28/2016,11:50:00,09/28/2016,12:10:00,09/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,DRUG STORE,,,1000875,243837,40.835944157,-73.939921662,"(40.835944157, -73.939921662)"
482019637,09/28/2016,11:45:00,09/28/2016,12:00:00,09/28/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1017824,186397,40.678238012,-73.878957873,"(40.678238012, -73.878957873)"
314898097,09/28/2016,11:45:00,,,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,STREET,,,996813,178270,40.655985957,-73.954723468,"(40.655985957, -73.954723468)"
696445781,09/28/2016,11:45:00,,,09/28/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,PUBLIC SCHOOL,,,1020152,190909,40.690613276,-73.87054076,"(40.690613276, -73.87054076)"
199475900,09/28/2016,11:40:00,,,09/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,DRUG STORE,,,1020845,250471,40.854092353,-73.86771751,"(40.854092353, -73.86771751)"
751680805,09/28/2016,11:40:00,,,09/28/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1017445,242946,40.833451885,-73.880045094,"(40.833451885, -73.880045094)"
525670125,09/28/2016,11:40:00,09/28/2016,11:50:00,09/28/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,STREET,,,1055934,194844,40.701196415,-73.741471474,"(40.701196415, -73.741471474)"
599684668,09/28/2016,11:35:00,09/28/2016,11:45:00,09/28/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,46,,TRANSIT - NYC SUBWAY,,,1010257,248767,40.849452916,-73.905997684,"(40.849452916, -73.905997684)"
284111759,09/28/2016,11:34:00,09/28/2016,11:40:00,09/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,TELECOMM. STORE,,,996748,157507,40.59899598,-73.954996176,"(40.59899598, -73.954996176)"
381728592,09/28/2016,11:31:00,09/28/2016,12:00:00,09/28/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,COMMERCIAL BUILDING,,,963253,172121,40.639092299,-74.075657021,"(40.639092299, -74.075657021)"
808193631,09/28/2016,11:31:00,09/28/2016,17:01:00,09/28/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,962863,170338,40.634197411,-74.077056601,"(40.634197411, -74.077056601)"
598808958,09/28/2016,11:30:00,09/28/2016,11:47:00,09/28/2016,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,23,,TRANSIT - NYC SUBWAY,,,999643,228852,40.79481676,-73.944408254,"(40.79481676, -73.944408254)"
712807610,09/28/2016,11:30:00,09/28/2016,11:52:00,09/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,DEPARTMENT STORE,,,1022678,243888,40.836016182,-73.8611293,"(40.836016182, -73.8611293)"
224838794,09/28/2016,11:30:00,09/28/2016,11:35:00,09/28/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,FRONT OF,MARINA/PIER,FLUSHING MEADOWS CORONA PARK,,1026689,216632,40.761187629,-73.846806521,"(40.761187629, -73.846806521)"
401333019,09/28/2016,11:30:00,09/28/2016,12:10:00,09/28/2016,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,RESIDENCE - APT. HOUSE,,,1002518,196061,40.704808278,-73.93411401,"(40.704808278, -73.93411401)"
403573211,09/28/2016,11:30:00,09/28/2016,13:45:00,09/28/2016,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1016518,257282,40.87280335,-73.883325977,"(40.87280335, -73.883325977)"
672501382,09/28/2016,11:30:00,09/28/2016,12:30:00,09/28/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,GROCERY/BODEGA,,,962620,155111,40.592401856,-74.077883326,"(40.592401856, -74.077883326)"
